dataset,model_size,milestone,vocab_size,seed,task,acc
babylm3,60m,25,8000,2,anaphor_gender_agreement,0.611
babylm3,60m,25,8000,2,anaphor_number_agreement,0.637
babylm3,60m,25,8000,2,animate_subject_passive,0.616
babylm3,60m,25,8000,2,animate_subject_trans,0.592
babylm3,60m,25,8000,2,causative,0.455
babylm3,60m,25,8000,2,complex_np_island,0.453
babylm3,60m,25,8000,2,coordinate_structure_constraint_complex_left_branch,0.139
babylm3,60m,25,8000,2,coordinate_structure_constraint_object_extraction,0.355
babylm3,60m,25,8000,2,determiner_noun_agreement_1,0.722
babylm3,60m,25,8000,2,determiner_noun_agreement_2,0.591
babylm3,60m,25,8000,2,determiner_noun_agreement_irregular_1,0.541
babylm3,60m,25,8000,2,determiner_noun_agreement_irregular_2,0.668
babylm3,60m,25,8000,2,determiner_noun_agreement_with_adj_2,0.541
babylm3,60m,25,8000,2,determiner_noun_agreement_with_adj_irregular_1,0.593
babylm3,60m,25,8000,2,determiner_noun_agreement_with_adj_irregular_2,0.57
babylm3,60m,25,8000,2,determiner_noun_agreement_with_adjective_1,0.581
babylm3,60m,25,8000,2,distractor_agreement_relational_noun,0.322
babylm3,60m,25,8000,2,distractor_agreement_relative_clause,0.322
babylm3,60m,25,8000,2,drop_argument,0.758
babylm3,60m,25,8000,2,ellipsis_n_bar_1,0.425
babylm3,60m,25,8000,2,ellipsis_n_bar_2,0.367
babylm3,60m,25,8000,2,existential_there_object_raising,0.62
babylm3,60m,25,8000,2,existential_there_quantifiers_1,0.808
babylm3,60m,25,8000,2,existential_there_quantifiers_2,0.056
babylm3,60m,25,8000,2,existential_there_subject_raising,0.551
babylm3,60m,25,8000,2,expletive_it_object_raising,0.635
babylm3,60m,25,8000,2,inchoative,0.372
babylm3,60m,25,8000,2,intransitive,0.523
babylm3,60m,25,8000,2,irregular_past_participle_adjectives,0.794
babylm3,60m,25,8000,2,irregular_past_participle_verbs,0.728
babylm3,60m,25,8000,2,irregular_plural_subject_verb_agreement_1,0.588
babylm3,60m,25,8000,2,irregular_plural_subject_verb_agreement_2,0.605
babylm3,60m,25,8000,2,left_branch_island_echo_question,0.569
babylm3,60m,25,8000,2,left_branch_island_simple_question,0.236
babylm3,60m,25,8000,2,matrix_question_npi_licensor_present,0.13
babylm3,60m,25,8000,2,npi_present_1,0.175
babylm3,60m,25,8000,2,npi_present_2,0.159
babylm3,60m,25,8000,2,only_npi_licensor_present,0.043
babylm3,60m,25,8000,2,only_npi_scope,0.195
babylm3,60m,25,8000,2,passive_1,0.681
babylm3,60m,25,8000,2,passive_2,0.642
babylm3,60m,25,8000,2,principle_a_c_command,0.58
babylm3,60m,25,8000,2,principle_a_case_1,1.0
babylm3,60m,25,8000,2,principle_a_case_2,0.482
babylm3,60m,25,8000,2,principle_a_domain_1,0.964
babylm3,60m,25,8000,2,principle_a_domain_2,0.576
babylm3,60m,25,8000,2,principle_a_domain_3,0.516
babylm3,60m,25,8000,2,principle_a_reconstruction,0.296
babylm3,60m,25,8000,2,regular_plural_subject_verb_agreement_1,0.658
babylm3,60m,25,8000,2,regular_plural_subject_verb_agreement_2,0.547
babylm3,60m,25,8000,2,sentential_negation_npi_licensor_present,1.0
babylm3,60m,25,8000,2,sentential_negation_npi_scope,0.529
babylm3,60m,25,8000,2,sentential_subject_island,0.336
babylm3,60m,25,8000,2,superlative_quantifiers_1,0.456
babylm3,60m,25,8000,2,superlative_quantifiers_2,0.414
babylm3,60m,25,8000,2,tough_vs_raising_1,0.443
babylm3,60m,25,8000,2,tough_vs_raising_2,0.616
babylm3,60m,25,8000,2,transitive,0.596
babylm3,60m,25,8000,2,wh_island,0.706
babylm3,60m,25,8000,2,wh_questions_object_gap,0.687
babylm3,60m,25,8000,2,wh_questions_subject_gap,0.944
babylm3,60m,25,8000,2,wh_questions_subject_gap_long_distance,0.974
babylm3,60m,25,8000,2,wh_vs_that_no_gap,0.959
babylm3,60m,25,8000,2,wh_vs_that_no_gap_long_distance,0.995
babylm3,60m,25,8000,2,wh_vs_that_with_gap,0.105
babylm3,60m,25,8000,2,wh_vs_that_with_gap_long_distance,0.008
babylm3,60m,50,8000,0,adjunct_island,0.689
babylm3,60m,50,8000,0,anaphor_gender_agreement,0.565
babylm3,60m,50,8000,0,anaphor_number_agreement,0.893
babylm3,60m,50,8000,0,animate_subject_passive,0.661
babylm3,60m,50,8000,0,animate_subject_trans,0.704
babylm3,60m,50,8000,0,causative,0.471
babylm3,60m,50,8000,0,complex_np_island,0.554
babylm3,60m,50,8000,0,coordinate_structure_constraint_complex_left_branch,0.27
babylm3,60m,50,8000,0,coordinate_structure_constraint_object_extraction,0.567
babylm3,60m,50,8000,0,determiner_noun_agreement_1,0.887
babylm3,60m,50,8000,0,determiner_noun_agreement_2,0.921
babylm3,60m,50,8000,0,determiner_noun_agreement_irregular_1,0.628
babylm3,60m,50,8000,0,determiner_noun_agreement_irregular_2,0.779
babylm3,60m,50,8000,0,determiner_noun_agreement_with_adj_2,0.805
babylm3,60m,50,8000,0,determiner_noun_agreement_with_adj_irregular_1,0.75
babylm3,60m,50,8000,0,determiner_noun_agreement_with_adj_irregular_2,0.759
babylm3,60m,50,8000,0,determiner_noun_agreement_with_adjective_1,0.816
babylm3,60m,50,8000,0,distractor_agreement_relational_noun,0.33
babylm3,60m,50,8000,0,distractor_agreement_relative_clause,0.273
babylm3,60m,50,8000,0,drop_argument,0.733
babylm3,60m,50,8000,0,ellipsis_n_bar_1,0.575
babylm3,60m,50,8000,0,ellipsis_n_bar_2,0.562
babylm3,60m,50,8000,0,existential_there_object_raising,0.677
babylm3,60m,50,8000,0,existential_there_quantifiers_1,0.982
babylm3,60m,50,8000,0,existential_there_quantifiers_2,0.161
babylm3,60m,50,8000,0,existential_there_subject_raising,0.637
babylm3,60m,50,8000,0,expletive_it_object_raising,0.655
babylm3,60m,50,8000,0,inchoative,0.443
babylm3,60m,50,8000,0,intransitive,0.564
babylm3,60m,50,8000,0,irregular_past_participle_adjectives,0.94
babylm3,60m,50,8000,0,irregular_past_participle_verbs,0.808
babylm3,60m,50,8000,0,irregular_plural_subject_verb_agreement_1,0.68
babylm3,60m,50,8000,0,irregular_plural_subject_verb_agreement_2,0.652
babylm3,60m,50,8000,0,left_branch_island_echo_question,0.319
babylm3,60m,50,8000,0,left_branch_island_simple_question,0.383
babylm3,60m,50,8000,0,matrix_question_npi_licensor_present,0.17
babylm3,60m,50,8000,0,npi_present_1,0.297
babylm3,60m,50,8000,0,npi_present_2,0.187
babylm3,60m,50,8000,0,only_npi_licensor_present,0.0
babylm3,60m,50,8000,0,only_npi_scope,0.257
babylm3,60m,50,8000,0,passive_1,0.797
babylm3,60m,50,8000,0,passive_2,0.752
babylm3,60m,50,8000,0,principle_a_c_command,0.476
babylm3,60m,50,8000,0,principle_a_case_1,1.0
babylm3,60m,50,8000,0,principle_a_case_2,0.672
babylm3,60m,50,8000,0,principle_a_domain_1,0.977
babylm3,60m,50,8000,0,principle_a_domain_2,0.692
babylm3,60m,50,8000,0,principle_a_domain_3,0.537
babylm3,60m,50,8000,0,principle_a_reconstruction,0.312
babylm3,60m,50,8000,0,regular_plural_subject_verb_agreement_1,0.761
babylm3,60m,50,8000,0,regular_plural_subject_verb_agreement_2,0.697
babylm3,60m,50,8000,0,sentential_negation_npi_licensor_present,1.0
babylm3,60m,50,8000,0,sentential_negation_npi_scope,0.287
babylm3,60m,50,8000,0,sentential_subject_island,0.377
babylm3,60m,50,8000,0,superlative_quantifiers_1,0.494
babylm3,60m,50,8000,0,superlative_quantifiers_2,0.592
babylm3,60m,50,8000,0,tough_vs_raising_1,0.399
babylm3,60m,50,8000,0,tough_vs_raising_2,0.687
babylm3,60m,50,8000,0,transitive,0.678
babylm3,60m,50,8000,0,wh_island,0.621
babylm3,60m,50,8000,0,wh_questions_object_gap,0.639
babylm3,60m,50,8000,0,wh_questions_subject_gap,0.925
babylm3,60m,50,8000,0,wh_questions_subject_gap_long_distance,0.93
babylm3,60m,50,8000,0,wh_vs_that_no_gap,0.944
babylm3,60m,50,8000,0,wh_vs_that_no_gap_long_distance,0.934
babylm3,60m,50,8000,0,wh_vs_that_with_gap,0.255
babylm3,60m,50,8000,0,wh_vs_that_with_gap_long_distance,0.103
babylm3,60m,50,8000,1,adjunct_island,0.691
babylm3,60m,50,8000,1,anaphor_gender_agreement,0.595
babylm3,60m,50,8000,1,anaphor_number_agreement,0.903
babylm3,60m,50,8000,1,animate_subject_passive,0.646
babylm3,60m,50,8000,1,animate_subject_trans,0.718
babylm3,60m,50,8000,1,causative,0.493
babylm3,60m,50,8000,1,complex_np_island,0.511
babylm3,60m,50,8000,1,coordinate_structure_constraint_complex_left_branch,0.331
babylm3,60m,50,8000,1,coordinate_structure_constraint_object_extraction,0.627
babylm3,60m,50,8000,1,determiner_noun_agreement_1,0.881
babylm3,60m,50,8000,1,determiner_noun_agreement_2,0.861
babylm3,60m,50,8000,1,determiner_noun_agreement_irregular_1,0.628
babylm3,60m,50,8000,1,determiner_noun_agreement_irregular_2,0.762
babylm3,60m,50,8000,1,determiner_noun_agreement_with_adj_2,0.837
babylm3,60m,50,8000,1,determiner_noun_agreement_with_adj_irregular_1,0.729
babylm3,60m,50,8000,1,determiner_noun_agreement_with_adj_irregular_2,0.792
babylm3,60m,50,8000,1,determiner_noun_agreement_with_adjective_1,0.828
babylm3,60m,50,8000,1,distractor_agreement_relational_noun,0.372
babylm3,60m,50,8000,1,distractor_agreement_relative_clause,0.256
babylm3,60m,50,8000,1,drop_argument,0.758
babylm3,60m,50,8000,1,ellipsis_n_bar_1,0.46
babylm3,60m,50,8000,1,ellipsis_n_bar_2,0.558
babylm3,60m,50,8000,1,existential_there_object_raising,0.696
babylm3,60m,50,8000,1,existential_there_quantifiers_1,0.937
babylm3,60m,50,8000,1,existential_there_quantifiers_2,0.037
babylm3,60m,50,8000,1,existential_there_subject_raising,0.678
babylm3,60m,50,8000,1,expletive_it_object_raising,0.657
babylm3,60m,50,8000,1,inchoative,0.428
babylm3,60m,50,8000,1,intransitive,0.571
babylm3,60m,50,8000,1,irregular_past_participle_adjectives,0.762
babylm3,60m,50,8000,1,irregular_past_participle_verbs,0.832
babylm3,60m,50,8000,1,irregular_plural_subject_verb_agreement_1,0.642
babylm3,60m,50,8000,1,irregular_plural_subject_verb_agreement_2,0.755
babylm3,60m,50,8000,1,left_branch_island_echo_question,0.312
babylm3,60m,50,8000,1,left_branch_island_simple_question,0.41
babylm3,60m,50,8000,1,matrix_question_npi_licensor_present,0.135
babylm3,60m,50,8000,1,npi_present_1,0.126
babylm3,60m,50,8000,1,npi_present_2,0.118
babylm3,60m,50,8000,1,only_npi_licensor_present,0.051
babylm3,60m,50,8000,1,only_npi_scope,0.201
babylm3,60m,50,8000,1,passive_1,0.793
babylm3,60m,50,8000,1,passive_2,0.746
babylm3,60m,50,8000,1,principle_a_c_command,0.534
babylm3,60m,50,8000,1,principle_a_case_1,1.0
babylm3,60m,50,8000,1,principle_a_case_2,0.692
babylm3,60m,50,8000,1,principle_a_domain_1,0.979
babylm3,60m,50,8000,1,principle_a_domain_2,0.67
babylm3,60m,50,8000,1,principle_a_domain_3,0.534
babylm3,60m,50,8000,1,principle_a_reconstruction,0.358
babylm3,60m,50,8000,1,regular_plural_subject_verb_agreement_1,0.752
babylm3,60m,50,8000,1,regular_plural_subject_verb_agreement_2,0.723
babylm3,60m,50,8000,1,sentential_negation_npi_licensor_present,0.999
babylm3,60m,50,8000,1,sentential_negation_npi_scope,0.237
babylm3,60m,50,8000,1,sentential_subject_island,0.398
babylm3,60m,50,8000,1,superlative_quantifiers_1,0.517
babylm3,60m,50,8000,1,superlative_quantifiers_2,0.486
babylm3,60m,50,8000,1,tough_vs_raising_1,0.384
babylm3,60m,50,8000,1,tough_vs_raising_2,0.66
babylm3,60m,50,8000,1,transitive,0.665
babylm3,60m,50,8000,1,wh_island,0.39
babylm3,60m,50,8000,1,wh_questions_object_gap,0.633
babylm3,60m,50,8000,1,wh_questions_subject_gap,0.906
babylm3,60m,50,8000,1,wh_questions_subject_gap_long_distance,0.959
babylm3,60m,50,8000,1,wh_vs_that_no_gap,0.971
babylm3,60m,50,8000,1,wh_vs_that_no_gap_long_distance,0.976
babylm3,60m,50,8000,1,wh_vs_that_with_gap,0.167
babylm3,60m,50,8000,1,wh_vs_that_with_gap_long_distance,0.069
babylm3,60m,50,8000,2,adjunct_island,0.712
babylm3,60m,50,8000,2,anaphor_gender_agreement,0.572
babylm3,60m,50,8000,2,anaphor_number_agreement,0.866
babylm3,60m,50,8000,2,animate_subject_passive,0.626
babylm3,60m,50,8000,2,animate_subject_trans,0.709
babylm3,60m,50,8000,2,causative,0.525
babylm3,60m,50,8000,2,complex_np_island,0.521
babylm3,60m,50,8000,2,coordinate_structure_constraint_complex_left_branch,0.23
babylm3,60m,50,8000,2,coordinate_structure_constraint_object_extraction,0.517
babylm3,60m,50,8000,2,determiner_noun_agreement_1,0.864
babylm3,60m,50,8000,2,determiner_noun_agreement_2,0.909
babylm3,60m,50,8000,2,determiner_noun_agreement_irregular_1,0.625
babylm3,60m,50,8000,2,determiner_noun_agreement_irregular_2,0.798
babylm3,60m,50,8000,2,determiner_noun_agreement_with_adj_2,0.827
babylm3,60m,50,8000,2,determiner_noun_agreement_with_adj_irregular_1,0.748
babylm3,60m,50,8000,2,determiner_noun_agreement_with_adj_irregular_2,0.77
babylm3,60m,50,8000,2,determiner_noun_agreement_with_adjective_1,0.813
babylm3,60m,50,8000,2,distractor_agreement_relational_noun,0.301
babylm3,60m,50,8000,2,distractor_agreement_relative_clause,0.264
babylm3,60m,50,8000,2,drop_argument,0.743
babylm3,60m,50,8000,2,ellipsis_n_bar_1,0.542
babylm3,60m,50,8000,2,ellipsis_n_bar_2,0.591
babylm3,60m,50,8000,2,existential_there_object_raising,0.684
babylm3,60m,50,8000,2,existential_there_quantifiers_1,0.966
babylm3,60m,50,8000,2,existential_there_quantifiers_2,0.082
babylm3,60m,50,8000,2,existential_there_subject_raising,0.665
babylm3,60m,50,8000,2,expletive_it_object_raising,0.66
babylm3,60m,50,8000,2,inchoative,0.442
babylm3,60m,50,8000,2,intransitive,0.567
babylm3,60m,50,8000,2,irregular_past_participle_adjectives,0.784
babylm3,60m,50,8000,2,irregular_past_participle_verbs,0.824
babylm3,60m,50,8000,2,irregular_plural_subject_verb_agreement_1,0.644
babylm3,60m,50,8000,2,irregular_plural_subject_verb_agreement_2,0.767
babylm3,60m,50,8000,2,left_branch_island_echo_question,0.399
babylm3,60m,50,8000,2,left_branch_island_simple_question,0.353
babylm3,60m,50,8000,2,matrix_question_npi_licensor_present,0.142
babylm3,60m,50,8000,2,npi_present_1,0.392
babylm3,60m,50,8000,2,npi_present_2,0.227
babylm3,60m,50,8000,2,only_npi_licensor_present,0.017
babylm3,60m,50,8000,2,only_npi_scope,0.112
babylm3,60m,50,8000,2,passive_1,0.788
babylm3,60m,50,8000,2,passive_2,0.752
babylm3,60m,50,8000,2,principle_a_c_command,0.513
babylm3,60m,50,8000,2,principle_a_case_1,1.0
babylm3,60m,50,8000,2,principle_a_case_2,0.671
babylm3,60m,50,8000,2,principle_a_domain_1,0.976
babylm3,60m,50,8000,2,principle_a_domain_2,0.654
babylm3,60m,50,8000,2,principle_a_domain_3,0.518
babylm3,60m,50,8000,2,principle_a_reconstruction,0.3
babylm3,60m,50,8000,2,regular_plural_subject_verb_agreement_1,0.764
babylm3,60m,50,8000,2,regular_plural_subject_verb_agreement_2,0.696
babylm3,60m,50,8000,2,sentential_negation_npi_licensor_present,1.0
babylm3,60m,50,8000,2,sentential_negation_npi_scope,0.321
babylm3,60m,50,8000,2,sentential_subject_island,0.342
babylm3,60m,50,8000,2,superlative_quantifiers_1,0.513
babylm3,60m,50,8000,2,superlative_quantifiers_2,0.447
babylm3,60m,50,8000,2,tough_vs_raising_1,0.392
babylm3,60m,50,8000,2,tough_vs_raising_2,0.666
babylm3,60m,50,8000,2,transitive,0.668
babylm3,60m,50,8000,2,wh_island,0.539
babylm3,60m,50,8000,2,wh_questions_object_gap,0.54
babylm3,60m,50,8000,2,wh_questions_subject_gap,0.899
babylm3,60m,50,8000,2,wh_questions_subject_gap_long_distance,0.935
babylm3,60m,50,8000,2,wh_vs_that_no_gap,0.922
babylm3,60m,50,8000,2,wh_vs_that_no_gap_long_distance,0.971
babylm3,60m,50,8000,2,wh_vs_that_with_gap,0.254
babylm3,60m,50,8000,2,wh_vs_that_with_gap_long_distance,0.066
babylm3,60m,75,8000,0,adjunct_island,0.781
babylm3,60m,75,8000,0,anaphor_gender_agreement,0.641
babylm3,60m,75,8000,0,anaphor_number_agreement,0.894
babylm3,60m,75,8000,0,animate_subject_passive,0.714
babylm3,60m,75,8000,0,animate_subject_trans,0.755
babylm3,60m,75,8000,0,causative,0.54
babylm3,60m,75,8000,0,complex_np_island,0.494
babylm3,60m,75,8000,0,coordinate_structure_constraint_complex_left_branch,0.319
babylm3,60m,75,8000,0,coordinate_structure_constraint_object_extraction,0.519
babylm3,60m,75,8000,0,determiner_noun_agreement_1,0.93
babylm3,60m,75,8000,0,determiner_noun_agreement_2,0.924
babylm3,60m,75,8000,0,determiner_noun_agreement_irregular_1,0.702
babylm3,60m,75,8000,0,determiner_noun_agreement_irregular_2,0.846
babylm3,60m,75,8000,0,determiner_noun_agreement_with_adj_2,0.861
babylm3,60m,75,8000,0,determiner_noun_agreement_with_adj_irregular_1,0.751
babylm3,60m,75,8000,0,determiner_noun_agreement_with_adj_irregular_2,0.819
babylm3,60m,75,8000,0,determiner_noun_agreement_with_adjective_1,0.894
babylm3,60m,75,8000,0,distractor_agreement_relational_noun,0.445
babylm3,60m,75,8000,0,distractor_agreement_relative_clause,0.351
babylm3,60m,75,8000,0,drop_argument,0.727
babylm3,60m,75,8000,0,ellipsis_n_bar_1,0.58
babylm3,60m,75,8000,0,ellipsis_n_bar_2,0.681
babylm3,60m,75,8000,0,existential_there_object_raising,0.714
babylm3,60m,75,8000,0,existential_there_quantifiers_1,0.977
babylm3,60m,75,8000,0,existential_there_quantifiers_2,0.205
babylm3,60m,75,8000,0,existential_there_subject_raising,0.698
babylm3,60m,75,8000,0,expletive_it_object_raising,0.689
babylm3,60m,75,8000,0,inchoative,0.451
babylm3,60m,75,8000,0,intransitive,0.629
babylm3,60m,75,8000,0,irregular_past_participle_adjectives,0.833
babylm3,60m,75,8000,0,irregular_past_participle_verbs,0.826
babylm3,60m,75,8000,0,irregular_plural_subject_verb_agreement_1,0.748
babylm3,60m,75,8000,0,irregular_plural_subject_verb_agreement_2,0.739
babylm3,60m,75,8000,0,left_branch_island_echo_question,0.308
babylm3,60m,75,8000,0,left_branch_island_simple_question,0.421
babylm3,60m,75,8000,0,matrix_question_npi_licensor_present,0.182
babylm3,60m,75,8000,0,npi_present_1,0.281
babylm3,60m,75,8000,0,npi_present_2,0.272
babylm3,60m,75,8000,0,only_npi_licensor_present,0.017
babylm3,60m,75,8000,0,only_npi_scope,0.514
babylm3,60m,75,8000,0,passive_1,0.794
babylm3,60m,75,8000,0,passive_2,0.772
babylm3,60m,75,8000,0,principle_a_c_command,0.602
babylm3,60m,75,8000,0,principle_a_case_1,1.0
babylm3,60m,75,8000,0,principle_a_case_2,0.812
babylm3,60m,75,8000,0,principle_a_domain_1,0.988
babylm3,60m,75,8000,0,principle_a_domain_2,0.73
babylm3,60m,75,8000,0,principle_a_domain_3,0.536
babylm3,60m,75,8000,0,principle_a_reconstruction,0.358
babylm3,60m,75,8000,0,regular_plural_subject_verb_agreement_1,0.754
babylm3,60m,75,8000,0,regular_plural_subject_verb_agreement_2,0.732
babylm3,60m,75,8000,0,sentential_negation_npi_licensor_present,1.0
babylm3,60m,75,8000,0,sentential_negation_npi_scope,0.345
babylm3,60m,75,8000,0,sentential_subject_island,0.344
babylm3,60m,75,8000,0,superlative_quantifiers_1,0.481
babylm3,60m,75,8000,0,superlative_quantifiers_2,0.707
babylm3,60m,75,8000,0,tough_vs_raising_1,0.391
babylm3,60m,75,8000,0,tough_vs_raising_2,0.707
babylm3,60m,75,8000,0,transitive,0.722
babylm3,60m,75,8000,0,wh_island,0.6
babylm3,60m,75,8000,0,wh_questions_object_gap,0.722
babylm3,60m,75,8000,0,wh_questions_subject_gap,0.93
babylm3,60m,75,8000,0,wh_questions_subject_gap_long_distance,0.94
babylm3,60m,75,8000,0,wh_vs_that_no_gap,0.934
babylm3,60m,75,8000,0,wh_vs_that_no_gap_long_distance,0.961
babylm3,60m,75,8000,0,wh_vs_that_with_gap,0.329
babylm3,60m,75,8000,0,wh_vs_that_with_gap_long_distance,0.09
babylm3,60m,75,8000,1,adjunct_island,0.774
babylm3,60m,75,8000,1,anaphor_gender_agreement,0.647
babylm3,60m,75,8000,1,anaphor_number_agreement,0.894
babylm3,60m,75,8000,1,animate_subject_passive,0.677
babylm3,60m,75,8000,1,animate_subject_trans,0.738
babylm3,60m,75,8000,1,causative,0.543
babylm3,60m,75,8000,1,complex_np_island,0.517
babylm3,60m,75,8000,1,coordinate_structure_constraint_complex_left_branch,0.345
babylm3,60m,75,8000,1,coordinate_structure_constraint_object_extraction,0.602
babylm3,60m,75,8000,1,determiner_noun_agreement_1,0.936
babylm3,60m,75,8000,1,determiner_noun_agreement_2,0.945
babylm3,60m,75,8000,1,determiner_noun_agreement_irregular_1,0.715
babylm3,60m,75,8000,1,determiner_noun_agreement_irregular_2,0.839
babylm3,60m,75,8000,1,determiner_noun_agreement_with_adj_2,0.89
babylm3,60m,75,8000,1,determiner_noun_agreement_with_adj_irregular_1,0.773
babylm3,60m,75,8000,1,determiner_noun_agreement_with_adj_irregular_2,0.829
babylm3,60m,75,8000,1,determiner_noun_agreement_with_adjective_1,0.898
babylm3,60m,75,8000,1,distractor_agreement_relational_noun,0.472
babylm3,60m,75,8000,1,distractor_agreement_relative_clause,0.36
babylm3,60m,75,8000,1,drop_argument,0.739
babylm3,60m,75,8000,1,ellipsis_n_bar_1,0.6
babylm3,60m,75,8000,1,ellipsis_n_bar_2,0.738
babylm3,60m,75,8000,1,existential_there_object_raising,0.712
babylm3,60m,75,8000,1,existential_there_quantifiers_1,0.905
babylm3,60m,75,8000,1,existential_there_quantifiers_2,0.04
babylm3,60m,75,8000,1,existential_there_subject_raising,0.681
babylm3,60m,75,8000,1,expletive_it_object_raising,0.653
babylm3,60m,75,8000,1,inchoative,0.424
babylm3,60m,75,8000,1,intransitive,0.64
babylm3,60m,75,8000,1,irregular_past_participle_adjectives,0.959
babylm3,60m,75,8000,1,irregular_past_participle_verbs,0.838
babylm3,60m,75,8000,1,irregular_plural_subject_verb_agreement_1,0.711
babylm3,60m,75,8000,1,irregular_plural_subject_verb_agreement_2,0.778
babylm3,60m,75,8000,1,left_branch_island_echo_question,0.438
babylm3,60m,75,8000,1,left_branch_island_simple_question,0.442
babylm3,60m,75,8000,1,matrix_question_npi_licensor_present,0.048
babylm3,60m,75,8000,1,npi_present_1,0.265
babylm3,60m,75,8000,1,npi_present_2,0.312
babylm3,60m,75,8000,1,only_npi_licensor_present,0.294
babylm3,60m,75,8000,1,only_npi_scope,0.377
babylm3,60m,75,8000,1,passive_1,0.785
babylm3,60m,75,8000,1,passive_2,0.763
babylm3,60m,75,8000,1,principle_a_c_command,0.62
babylm3,60m,75,8000,1,principle_a_case_1,1.0
babylm3,60m,75,8000,1,principle_a_case_2,0.787
babylm3,60m,75,8000,1,principle_a_domain_1,0.992
babylm3,60m,75,8000,1,principle_a_domain_2,0.719
babylm3,60m,75,8000,1,principle_a_domain_3,0.537
babylm3,60m,75,8000,1,principle_a_reconstruction,0.296
babylm3,60m,75,8000,1,regular_plural_subject_verb_agreement_1,0.784
babylm3,60m,75,8000,1,regular_plural_subject_verb_agreement_2,0.684
babylm3,60m,75,8000,1,sentential_negation_npi_licensor_present,0.998
babylm3,60m,75,8000,1,sentential_negation_npi_scope,0.331
babylm3,60m,75,8000,1,sentential_subject_island,0.303
babylm3,60m,75,8000,1,superlative_quantifiers_1,0.603
babylm3,60m,75,8000,1,superlative_quantifiers_2,0.586
babylm3,60m,75,8000,1,tough_vs_raising_1,0.369
babylm3,60m,75,8000,1,tough_vs_raising_2,0.717
babylm3,60m,75,8000,1,transitive,0.692
babylm3,60m,75,8000,1,wh_island,0.446
babylm3,60m,75,8000,1,wh_questions_object_gap,0.706
babylm3,60m,75,8000,1,wh_questions_subject_gap,0.929
babylm3,60m,75,8000,1,wh_questions_subject_gap_long_distance,0.962
babylm3,60m,75,8000,1,wh_vs_that_no_gap,0.978
babylm3,60m,75,8000,1,wh_vs_that_no_gap_long_distance,0.985
babylm3,60m,75,8000,1,wh_vs_that_with_gap,0.229
babylm3,60m,75,8000,1,wh_vs_that_with_gap_long_distance,0.069
babylm3,60m,75,8000,2,adjunct_island,0.781
babylm3,60m,75,8000,2,anaphor_gender_agreement,0.774
babylm3,60m,75,8000,2,anaphor_number_agreement,0.908
babylm3,60m,75,8000,2,animate_subject_passive,0.691
babylm3,60m,75,8000,2,animate_subject_trans,0.797
babylm3,60m,75,8000,2,causative,0.541
babylm3,60m,75,8000,2,complex_np_island,0.545
babylm3,60m,75,8000,2,coordinate_structure_constraint_complex_left_branch,0.23
babylm3,60m,75,8000,2,coordinate_structure_constraint_object_extraction,0.642
babylm3,60m,75,8000,2,determiner_noun_agreement_1,0.934
babylm3,60m,75,8000,2,determiner_noun_agreement_2,0.937
babylm3,60m,75,8000,2,determiner_noun_agreement_irregular_1,0.698
babylm3,60m,75,8000,2,determiner_noun_agreement_irregular_2,0.853
babylm3,60m,75,8000,2,determiner_noun_agreement_with_adj_2,0.868
babylm3,60m,75,8000,2,determiner_noun_agreement_with_adj_irregular_1,0.795
babylm3,60m,75,8000,2,determiner_noun_agreement_with_adj_irregular_2,0.812
babylm3,60m,75,8000,2,determiner_noun_agreement_with_adjective_1,0.894
babylm3,60m,75,8000,2,distractor_agreement_relational_noun,0.392
babylm3,60m,75,8000,2,distractor_agreement_relative_clause,0.305
babylm3,60m,75,8000,2,drop_argument,0.719
babylm3,60m,75,8000,2,ellipsis_n_bar_1,0.498
babylm3,60m,75,8000,2,ellipsis_n_bar_2,0.706
babylm3,60m,75,8000,2,existential_there_object_raising,0.713
babylm3,60m,75,8000,2,existential_there_quantifiers_1,0.92
babylm3,60m,75,8000,2,existential_there_quantifiers_2,0.054
babylm3,60m,75,8000,2,existential_there_subject_raising,0.709
babylm3,60m,75,8000,2,expletive_it_object_raising,0.679
babylm3,60m,75,8000,2,inchoative,0.415
babylm3,60m,75,8000,2,intransitive,0.593
babylm3,60m,75,8000,2,irregular_past_participle_adjectives,0.958
babylm3,60m,75,8000,2,irregular_past_participle_verbs,0.771
babylm3,60m,75,8000,2,irregular_plural_subject_verb_agreement_1,0.676
babylm3,60m,75,8000,2,irregular_plural_subject_verb_agreement_2,0.74
babylm3,60m,75,8000,2,left_branch_island_echo_question,0.349
babylm3,60m,75,8000,2,left_branch_island_simple_question,0.395
babylm3,60m,75,8000,2,matrix_question_npi_licensor_present,0.16
babylm3,60m,75,8000,2,npi_present_1,0.47
babylm3,60m,75,8000,2,npi_present_2,0.349
babylm3,60m,75,8000,2,only_npi_licensor_present,0.566
babylm3,60m,75,8000,2,only_npi_scope,0.37
babylm3,60m,75,8000,2,passive_1,0.812
babylm3,60m,75,8000,2,passive_2,0.774
babylm3,60m,75,8000,2,principle_a_c_command,0.6
babylm3,60m,75,8000,2,principle_a_case_1,1.0
babylm3,60m,75,8000,2,principle_a_case_2,0.77
babylm3,60m,75,8000,2,principle_a_domain_1,0.974
babylm3,60m,75,8000,2,principle_a_domain_2,0.642
babylm3,60m,75,8000,2,principle_a_domain_3,0.545
